# 이벤트 대사 EVTMSG4 — 4장: 시로마(빛의 신관)·크로마(기억의 수호자)·시계탑·봉인의 진실
# 크로마 = 차가운 해라체(「~다」「~군」) · 라파엘로 = 반말 「나」 · 신수 = 고풍 명령조
@	romdata/DT/GM_DT_EVTMSG4.FBC.z	DT_EVTMSG4.FBC/dt_EVTMSG4.txtbin
100	너 또 커졌구나!\n이러다간 내일이면 나보다 \n커져 있겠는걸!{13}
101	…응 \n그렇네…{13}
103	왜 그러니?\n그렇게 어두운 얼굴을 하고…{13}
104	으,응…{13}
105	왠지 기운이 없어 보이는데!\n애들은 말이야 기운 내는 게 \n일이라고!{13}
106	앗 일 하니까 떠올랐다!\n할아버지의 {ESC}BL}1~연구소{ESC}WT}1~를 \n찾아냈어{13}
109	그래서 나는 {ESC}BL}1~광산구{ESC}WT}1~에 \n다녀올게 \n자 모험의 시작이다!{13}
110	…{ESC}GR}1~시드{ESC}WT}1~ 씨… \n가 버렸어…{13} \n
111	{ESC}GR}1~시드{ESC}WT}1~ 씨는 늘 \n바빠 보이는구나{13}
112	아!그러고 보니 \n{ESC}GR}1~라파엘로{ESC}WT}1~가 뭔가 \n할 얘기가 있대{13}
113	어머 그러니 \n그럼 사양 말고 \n말해 보렴{13}
114	으,응… \n있잖아… \n나… 나 자신을 모르겠어{13}
115	내 몸이 커질 때마다 \n내 마음속에서…{13}
116	뭔가 싫은 것이 커지고 \n있는 것 같은 기분이 들어 {13}
117	…너도 컸구나 \n어른이 될 때는 누구나 \n그렇게 생각하는 법이란다 {13}
118	그래도… 그래도 \n그 마음속의 뭔가는…{13}
119	뭐 쿠키라도 먹고 \n배가 부르면 \n차분하게 생각할 수 있단다{13}
120	필요 없어!{13}
121	기,기다려!\n{ESC}GR}1~라파엘로{ESC}WT}1~!{13}
130	{ESC}GR}1~초코보…{ESC}WT}1~{13}
131	{ESC}GR}1~라파엘로{ESC}WT}1~!\n있잖아!{ESC}GR}1~라파엘로{ESC}WT}1~!?{13}
132	{ESC}GR}1~시로마{ESC}WT}1~ 누나… \n오지 마!\n나는… 나는…{13}
133	{ESC}GR}1~라파엘로{ESC}WT}1~!잠깐 기… \n응?나 전에도…{13}
134	이런 느낌… \n본 적이 있어… \n그런데 왜… 아앗{13}
135	갑자기 어두워졌네 \n무슨 일이 일어난 거지{13}
136	아 {ESC}GR}1~시로마{ESC}WT}1~!\n무슨 일이야!?{13}
137	이건 혹시… \n{ESC}GR}1~초코보{ESC}WT}1~!\n좀 도와줘!{13}
150	{ESC}GR}1~시로마{ESC}WT}1~!괜찮아?\n{ESC}GR}1~시로마{ESC}WT}1~가 갑자기 \n쓰러져서… {13}
151	응 걱정 끼쳐서 미안해 \n아앗{13}
152	{ESC}GR}1~시로마{ESC}WT}1~ 무리하지 않아도 돼 \n나도 {ESC}GR}1~프레이아{ESC}WT}1~ 씨도 \n{ESC}GR}1~초코보{ESC}WT}1~도 있으니까{13}
154	응… 고마… 워…{13}
155	봐 이 {ESC}GR}1~쥐 군{ESC}WT}1~도 \n응원해 주고 있어 \n이제 푹 쉬어{13}
157	아앗…{13}
158	아아 {ESC}GR}1~시로마…{ESC}WT}1~ 괜찮니?\n{ESC}GR}1~초코보{ESC}WT}1~!\n어떻게든 해 주렴!{13}
160	{15}CT}1~훌쩍!으으… \n{15}CT}1~언니!\n{15}CT}1~으… 아파{13}
161	{15}CT}1~　 \n{15}CT}1~앗 안 아파!\n{15}CT}1~마법이야?{13}
162	{15}CT}1~　 \n{15}CT}1~대단해 대단해 \n{15}CT}1~나도 마법 쓰고 싶어!{13}
163	{15}CT}1~　 \n{15}CT}1~마법은 어디에 있어?\n{15}CT}1~시로마한테는 안 보여…{13}
164	{15}CT}1~공기 같은 거야?\n{15}CT}1~그럼 모두의 \n{15}CT}1~주위에 있는 거야?{13}
165	{15}CT}1~　 \n{15}CT}1~어떻게 하면 마법을 \n{15}CT}1~쓸 수 있게 돼?{13}
166	{15}CT}1~공부해야 \n{15}CT}1~하는 거야?\n{15}CT}1~좀 힘들겠다{13}
167	{15}CT}1~그래도 언니처럼 \n{15}CT}1~되고 싶으니까 \n{15}CT}1~시로마 힘낼게{13}
168	{15}CT}1~　 \n{15}CT}1~공부만으로는 \n{15}CT}1~안 되는 거야?{13}
170	{15}CT}1~고맙습니다 \n{15}CT}1~오늘 저는 \n{15}CT}1~４명의 신관 중 한 사람으로서{13}
171	{15}CT}1~빛의 신수님과 \n{15}CT}1~크리스탈의 힘과 함께 \n{15}CT}1~이 탑을 \n{15}CT}1~지키는 자로서{13}
172	{15}CT}1~{ESC}YL}1~빛의 지팡이{ESC}WT}1~를 \n{15}CT}1~이어받겠습니다 \n{15}CT}1~저는 {ESC}GR}1~시로마 마그놀리에{ESC}WT}1~ \n{15}CT}1~빛의 신관입니다!{13}
174	{15}CT}1~다정한 마음?\n{15}CT}1~그거라면 시로마 잔~뜩 \n{15}CT}1~있어{13}
175	{15}CT}1~나도 \n{15}CT}1~언니처럼 \n{15}CT}1~되고 싶어!{13}
176	{15}CT}1~　 \n{15}CT}1~언니는 \n{15}CT}1~신관님이 되는 거야?{13}
177	{15}CT}1~　 \n{15}CT}1~그럼 시로마도 \n{15}CT}1~신관님이 될래!{13}
178	{15}CT}1~　 \n{15}CT}1~우리 \n{15}CT}1~계~속 함께야!{13}
180	{ESC}GR}1~초코보{ESC}WT}1~!\n떠올랐어!\n나 빛의 신관이었어!{13}
181	깨어났구나!{13}
183	다행이다!\n{ESC}GR}1~초코보{ESC}WT}1~ 고마워!{13}
184	아아 다들 고마워 \n…그래 빛을 되돌려야 해!\n{ESC}GR}1~초코보{ESC}WT}1~!이리 와{13}
190	자 간다!\n어둠에 둘러싸인 빛이여!\n돌아와!{13}
192	역시 해님은 \n좋구나!{13}
193	이것도 {ESC}GR}1~초코보{ESC}WT}1~ 덕분이야!\n고마워{13}
195	{ESC}GR}1~시로마…{ESC}WT}1~ 너… \n대단한 일을 해냈구나!{13}
