# 이벤트 대사 EVTMSG2(계속) — 라파엘로 찾기(시로마·스텔라)·마을 사람들·볼그와 란·알(순찰)
# 볼그 = 차갑고 딱딱한 말투 · 란(동물) = 씩씩한 반말 · 알 = 「큰일이다! 큰일이야!」 · 모그리 = 「~다 쿠포」
@	romdata/DT/GM_DT_EVTMSG2.FBC.z	DT_EVTMSG2.FBC/dt_EVTMSG2.txtbin
334	입구는 저기인데… \n지금은 쉬는 것 같아{13}
335	여기에도 {ESC}GR}1~라파엘로{ESC}WT}1~는 없는 것 같네 \n난 다른 곳을 찾아볼게!\n또 봐 {ESC}GR}1~초코보{ESC}WT}1~!{13}
336	{ESC}GR}1~초코보{ESC}WT}1~!여긴 말이야 \n{ESC}BL}1~보관소{ESC}WT}1~야 {ESC}GR}1~브랄{ESC}WT}1~ 씨가 \n여러 가지 물건을 맡아 줘{13}
338	…{ESC}GR}1~라파엘로{ESC}WT}1~를 찾게 해 주세요… \n{ESC}GR}1~초코보{ESC}WT}1~도 기도하러 왔어?\n여긴 {ESC}BL}1~교회{ESC}WT}1~야!{13}
339	{ESC}GR}1~로체{ESC}WT}1~ 신부님은 \n저주를 풀어 주셔!\n그런데… 여기에도 없는 것 같아{13}
340	아 {ESC}GR}1~초코보{ESC}WT}1~ \n여긴 {ESC}BL}1~시계탑 광장{ESC}WT}1~이야 \n이 분수가 표시지!{13}
341	그런데 여기에도 없는 것 같아… \n남은 건 {ESC}BL}1~광산구{ESC}WT}1~랑 {ESC}BL}1~거주구{ESC}WT}1~인가 \n그럼 또 봐!{ESC}GR}1~초코보{ESC}WT}1~{13}
342	{ESC}GR}1~라파엘로{ESC}WT}1~는 \n마을로 가 버린 걸까{13}
343	어머 {ESC}GR}1~초코보{ESC}WT}1~!\n{ESC}GR}1~라파엘로{ESC}WT}1~가 \n{ESC}BL}1~광산구{ESC}WT}1~에 있었다고!{13}
344	{ESC}GR}1~라파엘로{ESC}WT}1~는… \n여기에도 없는 것 같구나{13}
345	쿠피피…{13}
347	응?이거 말이니?\n이건 {ESC}BL}1~기관차{ESC}WT}1~란다{13}
348	언제부터 여기 있었는지 \n왜 여기 있는지 \n전혀 모르겠지만 말이야{13}
349	왠지 \n이걸 보고 있으면 \n마음이 차분해진단다{13}
351	어머?{ESC}GR}1~초코보{ESC}WT}1~ \n너도 그렇게 생각하니?\n그럼 나랑 똑같구나{13}
352	자 다른 곳을 \n찾아볼까{13}
353	여기에도 없구나… \n어머 {ESC}GR}1~초코보{ESC}WT}1~!{13}
355	응?예쁜 {ESC}BL}1~시냇가{ESC}WT}1~지?\n물고기도 많이 \n헤엄치고 있단다{13}
357	{ESC}GR}1~시로마{ESC}WT}1~가 어렸을 때는 \n자주 낚시를 했었지 \n그립구나…{13}
359	나 말이니?\n나는 보기만 했지 \n낚시는 서툴거든{13}
361	응?너랑 같이?\n후훗 그래 다음에 \n같이 해 볼까{13}
