# 초코보 울음·이름 칸 — tools/kocries.py 가 만듦(손으로 고치지 말 것)
@	romdata/DT/GM_DT_EVTMSG3.FBC.z	DT_EVTMSG3.FBC/dt_EVTMSG3.txtbin
133	쿠엣쿠엣쿠엣!{13}
151	쿠엣쿠엣쿠엣!{13}
194	쿠에에엑!!{13}
227	쿠엣쿠엣쿠엣!{13}
273	쿠에에엑!!{13}
294	쿠엣쿠엣쿠엣!{13}
301	쿠피피…{13}
331	쿠에에엑!!{13}
385	쿠에에엑!!{13}
445	쿠엣쿠엣쿠엣!{13}
453	쿠엣쿠엣쿠엣!{13}
459	쿠피피…{13}
461	쿠엣쿠엣쿠엣!{13}
463	쿠에에엑!!{13}
465	쿠에에엑!!{13}
@	romdata/DT/GM_DT_EVTMSG4.FBC.z	DT_EVTMSG4.FBC/dt_EVTMSG4.txtbin
0	초코보\n
1	시로마\n
2	크로마\n
3	라파엘로
5	시드\n
7	아무리
8	볼그
9	프레이아
10	메아
11	게일
12	스텔라
13	로체
14	다들러
15	해리
16	마리스
17	샤를로트
18	플로라
19	한나\n
20	메디트
21	딕트\n
22	로디
23	클레어
24	브랄
25	돌 군
26	란
28	알
29	미미
30	코코
31	무란
32	몰리
33	마나리
34	멜라니
35	고블린
36	초커즈
37	모그리
38	던전 히어로Ｘ
39	로맨틱 히어로Ｘ
40	상인 히어로Ｘ
41	피닉스
42	리바이어선
102	쿠르르?{13}
108	쿠엣쿠엣쿠엣!{13}
138	쿠엣쿠엣쿠엣!{13}
153	쿠엣!{13}
182	쿠엣쿠엣쿠엣!{13}
194	쿠엣쿠엣쿠엣!{13}
204	쿠피피…{13}
206	쿠엣쿠엣쿠엣!{13}
208	쿠에에엑!!{13}
211	쿠엣쿠엣쿠엣!{13}
230	쿠피피…{13}
241	쿠엣쿠엣쿠엣!{13}
252	쿠에에엑!!{13}
323	쿠르르?{13}
352	쿠엣!{13}
371	쿠에에엑!!{13}
377	쿠에에엑!!{13}
447	쿠르르?{13}
449	쿠르르?{13}
451	쿠피피…{13}
454	쿠르르?{13}
456	쿠피피…{13}
459	쿠르르?{13}
462	쿠르르?{13}
464	쿠엣쿠엣쿠엣!{13}
@	romdata/DT/GM_DT_EVTMSG5.FBC.z	DT_EVTMSG5.FBC/dt_EVTMSG5.txtbin
0	초코보\n
1	시로마\n
2	크로마\n
3	라파엘로
5	시드\n
6	이르마\n
7	아무리
8	볼그
9	프레이아
10	메아
11	게일
12	스텔라
13	로체
14	다들러
15	해리
16	마리스
17	샤를로트
18	플로라
19	한나\n
20	메디트
21	딕트\n
22	로디
23	클레어
24	브랄
25	돌 군
29	미미
30	코코
37	모그리
38	던전 히어로Ｘ
39	로맨틱 히어로Ｘ
40	상인 히어로Ｘ
116	쿠에에엑!!{13}
124	쿠엣쿠엣쿠엣!{13}
127	쿠엣쿠엣쿠엣!{13}
131	쿠엣쿠엣쿠엣!{13}
135	쿠엣쿠엣쿠엣!{13}
160	쿠엣쿠엣쿠엣!{13}
172	쿠피피…{13}
213	쿠에에엑!!{13}
251	쿠엣쿠엣쿠엣!{13}
263	쿠엣쿠엣쿠엣!{13}
297	쿠에에엑!!{13}
303	쿠피피…{13}
317	쿠피피…{13}
319	쿠피피…{13}
339	쿠엣!{13}
355	쿠피피…{13}
370	쿠피피…{13}
384	쿠에에엑!!{13}
391	쿠엣쿠엣쿠엣!{13}
394	쿠르르?{13}
398	쿠피피…{13}
401	쿠엣!{13}
406	쿠르르?{13}
443	쿠엣쿠엣쿠엣!{13}
@	romdata/DT/GM_DT_EVTMSG6.FBC.z	DT_EVTMSG6.FBC/dt_EVTMSG6.txtbin
0	초코보\n
1	시로마\n
2	크로마\n
3	라파엘로
4	파괴신
5	시드\n
6	이르마\n
7	아무리
8	볼그
9	프레이아
10	메아
11	게일
12	스텔라
13	로체
14	다들러
15	해리
16	마리스
17	샤를로트
18	플로라
19	한나\n
20	메디트
21	딕트\n
22	로디
23	클레어
24	브랄
25	돌 군
26	란
27	웬
28	알
29	미미
30	코코
31	무란
32	몰리
33	마나리
34	멜라니
35	고블린
36	초커즈
37	모그리
38	던전 히어로Ｘ
45	오메가
105	쿠엣!{13}
108	쿠에에엑!!{13}
113	쿠엣쿠엣쿠엣!{13}
116	쿠피피…{13}
121	쿠엣쿠엣쿠엣!{13}
151	쿠르르?{13}
156	쿠엣쿠엣쿠엣!{13}
161	쿠엣!{13}
165	쿠엣쿠엣쿠엣!{13}
170	쿠르르?{13}
