# 카드 게임 튜토리얼 설명(pubtutorial/ja/tutorialtext.bin) — 말하는 이 = 팝업 히어로Ｘ(모그, 반말 + 「쿠포」)
# {03}{SFF}{01} = 다음 쪽 · {03}{SFF}{02} = 끝 · 한 쪽 3줄(첫 쪽은 이름 줄 포함 4줄) · 부호 뒤 공백 없음
romdata/PUD/pubtutorial/ja/tutorialtext.bin	0	팝업 히어로Ｘ\n「지금부터 팝업 듀얼의\n비법을 가르쳐 주겠다 쿠포!{03}{SFF}{01}팝업 듀얼이란\n소환수의 힘이 봉인된 카드를 써서\n적과 싸우는 방법이다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	1	듀얼에 필요한 건 물론 카드!\n그리고 그 카드를 모아 짠 것을\n『덱』이라고 부른다 쿠포{03}{SFF}{01}듀얼은 그 『덱』에서 무작위로\n카드 ３장을 뽑아서 시작한다 쿠포\n이 ３장을 『패』라고 부른다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	2	듀얼이 시작되면 『패』 중에서\n원하는 카드를 １장 골라 터치펜으로{03}{SFF}{01}카드를 터치한 채 튕겨 내듯이\n위로 『휙』 하고 밀어 올리는 거다 쿠포{03}{SFF}{01}이게 바로 『팝업!』이다 쿠포\n카드에서 소환수가 나타나서\n상대와 싸워 준다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	3	기본은 이걸 반복해서 상대의 『체력』을\n０(제로)으로 만들면 이기는 거다 쿠포\n아주 간단하다 쿠포」{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	4	팝업 히어로Ｘ\n「먼저 가장 중요한 팝업 듀얼\n카드 보는 법을 설명하겠다 쿠포{03}{SFF}{01}위 화면을 잘 봐라 쿠포!{03}{SFF}{01}①마법진\n카드엔 상하좌우 ４색 마법진이 있다 쿠포\n이게 듀얼의 열쇠를 쥐고 있다 쿠포{03}{SFF}{01}이 마법진 안에 『검』과\n『방패』와 『창』 마크가 있는 걸\n눈치챘나 쿠포?{03}{SFF}{01}이 마크의 위치를 상대 카드와\n견주어 보는 것으로 공격의 성공과\n실패가 정해진다 쿠포{03}{SFF}{01}이걸 『매칭』이라고 부른다 쿠포\n『매칭』은 조금 뒤에\n자세히 설명하겠다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	5	②어빌리티 마크\n모든 카드는 크게 나눠서 어택·\n가드·가드 브레이크 타입이 있다 쿠포{03}{SFF}{01}어택 타입 카드에는\n『검』 어빌리티 마크가 있다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	6	가드 타입 카드에는\n『방패』 어빌리티 마크가 있다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	7	가드 브레이크 타입 카드에는\n『창』 어빌리티 마크가 있다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	8	③어빌리티 효과\n발동하는 효과 『어빌리티』의 설명이\n여기에 적혀 있다 쿠포{03}{SFF}{01}어빌리티는 종류가 아주 많으니까\n한 장씩 카드를 모아서 천천히\n시험해 보며 익히면 된다 쿠포」{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	9	팝업 히어로Ｘ\n「듀얼이 시작되면 먼저\n『팝업 페이즈』다 쿠포{03}{SFF}{01}패에서 카드를 １장 골라서\n팝업한다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	10	중요한 건 먼저 공격하는 『선공』과\n나중에 공격하는 『후공』이다 쿠포{03}{SFF}{01}이건 놀랍게도!팝업 페이즈가\n시작되면 먼저 내는 쪽이 임자다 쿠포\n카드를 먼저 낸 플레이어가 『선공』 쿠포{03}{SFF}{01}플레이어 모두가 카드를 팝업하면\n『선공』 플레이어의 공격 차례…\n즉 『턴』이 시작된다 쿠포{03}{SFF}{01}이 턴이 끝나면 다음은 『후공』\n플레이어의 턴이 시작된다 쿠포{03}{SFF}{01}싸움은 대체로 『선공』이 유리하다 쿠포\n그렇다고 서둘러 이상한 카드를 내면\n오히려 불리해진다 쿠포」{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	11	팝업 히어로Ｘ\n「드디어 『매칭』 설명이다 쿠포{03}{SFF}{01}여기가 가장 중요한 포인트다 쿠포!\n잘 따라오고 있나 쿠포?{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	12	먼저 어택 타입 카드에 대해\n설명하겠다 쿠포{03}{SFF}{01}『검(어택)』이 있는 마법진과\n상대 카드 같은 자리 마법진을 봐라 쿠포!{03}{SFF}{01}①상대 마법진이 빈칸(언마크)이면\n어택 성공 쿠포!\n상대에게 공격이 명중한다 쿠포{03}{SFF}{01}②상대 마법진이 창(가드 브레이크)이면\n어택 성공 쿠포!\n상대에게 공격이 명중한다 쿠포{03}{SFF}{01}③상대 마법진도 검(어택)이면\n일단 어택 성공 쿠포 하지만 대미지가\n절반이 되어 버린다 쿠포{03}{SFF}{01}④상대 마법진이 방패(가드)이면\n어택 실패 쿠포\n공격이 가드당해 버린다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	13	다음은 가드 브레이크 타입 카드에 대해\n설명하겠다 쿠포{03}{SFF}{01}『창(가드 브레이크)』이 있는 마법진과\n상대 카드 같은 자리 마법진을 봐라 쿠포!{03}{SFF}{01}①상대 마법진이 방패(가드)이면\n가드 브레이크 성공 쿠포!\n상대에게 공격이 명중한다 쿠포{03}{SFF}{01}②상대 마법진이 창(가드 브레이크)이면\n가드 브레이크 실패 쿠포\n어빌리티는 발동하지 않는다 쿠포{03}{SFF}{01}③상대 마법진이 검(어택)이면\n가드 브레이크 실패 쿠포\n어빌리티는 발동하지 않는다 쿠포{03}{SFF}{01}④상대 마법진이 빈칸(언마크)이면\n가드 브레이크 실패 쿠포\n어빌리티는 발동하지 않는다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	14	마지막으로 가드 타입 카드에 대해\n설명하겠다 쿠포{03}{SFF}{01}가드 타입 카드 마법진에는\n상대를 공격하는 『검(어택)』이나\n『창(가드 브레이크)』 마크가 없다 쿠포{03}{SFF}{01}그래서 가드 타입 카드로는\n매칭이 일어나지 않는다 쿠포\n이번 턴은 상황만 살피고 끝난다 쿠포{03}{SFF}{01}…이상이 매칭 규칙이다 쿠포\n이해했나 쿠포?{03}{SFF}{01}매칭을 확실히 익히는 것이\n듀얼에서 이기기 위한 첫걸음이다 쿠포!」{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	15	팝업 히어로Ｘ\n「『매칭』에서 어택에 성공하면\n드디어 소환수의 공격이 시작된다 쿠포{03}{SFF}{01}카드에 적힌 어빌리티를 잘 봐라 쿠포{03}{SFF}{01}이 어빌리티가 높을수록 상대에게 큰\n대미지를 줄 수 있다 쿠포 좋은 카드는\n덱에 넣어서 팍팍 쓰면 된다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	16	어택 다음은 가드에 대한 설명이다 쿠포\n상대의 공격 턴에서 가드에 성공하면\n자기 체력은 전혀 줄지 않는다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	17	게다가!만약 자기가 낸 카드에\n가드 어빌리티가 있으면 카운터로\n상대에게 반격할 수 있다 쿠포!{03}{SFF}{01}참고로 어빌리티는 공격이나 방어만\n있는 게 아니다 쿠포 체력 회복이나\n상대를 방해하는 효과 등 다양하다 쿠포{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	18	여기서 하나 알려 줄 게 있다 쿠포{03}{SFF}{01}어빌리티 효과 중에는\n상태에 이상이 생기는\n『스테이터스 대미지』라는 게 있다 쿠포{03}{SFF}{01}『스테이터스 대미지』를 받으면\n체력 게이지 쪽에 아이콘이 나타난다 쿠포{03}{SFF}{01}『화상』『독』『동결』『마비』…\n다음 턴이 끝날 때까지 이어진다 쿠포\n조심하지 않으면 큰일 난다 쿠포!{03}{SFF}{01}체력을 잘 계산해서\n위험하다 싶으면\n가드할 생각을 하는 것도 중요하다 쿠포!」{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	19	팝업 히어로Ｘ\n「서로의 공격 턴이 끝나면\n『엔드 페이즈』가 된다 쿠포{03}{SFF}{01}즉 다시 팝업 페이즈로\n돌아간다는 뜻이다 쿠포{03}{SFF}{01}이 엔드 페이즈에서는 방금 낸 카드가\n같은 색 크리스탈로 바뀐다 쿠포\n이걸 『크리스탈 차지』라고 부른다 쿠포!{03}{SFF}{01}크리스탈이 차지되면\n평소에는 쓸 수 없는 굉장한 카드의\n능력을 쓸 수 있게 된다 쿠포!{03}{SFF}{01}단!회색 카드는 무속성\n소환수다 쿠포 다른 카드보다 조금 세지만\n크리스탈은 되지 않는다 쿠포」{03}{SFF}{02}
romdata/PUD/pubtutorial/ja/tutorialtext.bin	20	팝업 히어로Ｘ\n「다음은 『크리스탈 포인트』에 대해\n설명하겠다 쿠포{03}{SFF}{01}빨강·초록·파랑·노랑 속성 카드를\n쓰면 『엔드 페이즈』 때마다\n크리스탈을 １개씩 차지할 수 있다 쿠포{03}{SFF}{01}이렇게 모인 크리스탈의 수를\n『CP(크리스탈 포인트)』라고 부른다 쿠포!{03}{SFF}{01}『CP』는 필살기 『크리스탈 어빌리티』를\n발동하기 위한 중요한 힘이 된다 쿠포\n많이 모을수록 유리해진다 쿠포{03}{SFF}{01}단!『CP』는 최대 １０개까지밖에\n모을 수 없다 쿠포 그걸 넘으면\n오래된 크리스탈부터 사라진다 쿠포{03}{SFF}{01}그 밖에도 상대가 차지한 크리스탈을\n부수거나 색을 바꾸는 어빌리티 등\n여러 가지 카드가 있다 쿠포!」{03}{SFF}{02}
