3	dwc/utility.bin	929852
4	romdata/DGN/RESIDENT.FBC.z	2208
5	romdata/DGN/Background/CBG_00_P_AC.FBC	5568
6	romdata/DGN/Background/CBG_00_P_CC.FBC	106336
7	romdata/DGN/Background/CBG_00_S.FBC	51744
8	romdata/DGN/Background/CBG_01_P_AC.FBC	4800
9	romdata/DGN/Background/CBG_01_P_CC.FBC	116480
10	romdata/DGN/Background/CBG_01_S.FBC	51744
11	romdata/DGN/Background/CBG_02_P_AC.FBC	1408
12	romdata/DGN/Background/CBG_02_P_CC.FBC	34176
13	romdata/DGN/Background/CBG_02_S.FBC	51744
14	romdata/DGN/Background/DBG_00_P_AC.FBC	3296
15	romdata/DGN/Background/DBG_00_P_CC.FBC	133056
16	romdata/DGN/Background/DBG_00_S.FBC	51744
17	romdata/DGN/Background/DBG_01_P_AC.FBC	2528
18	romdata/DGN/Background/DBG_01_P_CC.FBC	96352
19	romdata/DGN/Background/DBG_01_S.FBC	51744
20	romdata/DGN/Background/DBG_02_P_AC.FBC	4480
21	romdata/DGN/Background/DBG_02_P_CC.FBC	99488
22	romdata/DGN/Background/DBG_02_S.FBC	51744
23	romdata/DGN/Background/FBG_00_P_AC.FBC	5248
24	romdata/DGN/Background/FBG_00_P_CC.FBC	96992
25	romdata/DGN/Background/FBG_00_S.FBC	51744
26	romdata/DGN/Background/FBG_01_P_AC.FBC	5248
27	romdata/DGN/Background/FBG_01_P_CC.FBC	96992
28	romdata/DGN/Background/FBG_01_S.FBC	51744
29	romdata/DGN/Background/FBG_02_P_AC.FBC	5248
30	romdata/DGN/Background/FBG_02_P_CC.FBC	96992
31	romdata/DGN/Background/FBG_02_S.FBC	51744
32	romdata/DGN/Background/LBG_00_P_AC.FBC	1184
33	romdata/DGN/Background/LBG_00_P_CC.FBC	115840
34	romdata/DGN/Background/LBG_00_S.FBC	51744
35	romdata/DGN/Background/LBG_01_P_AC.FBC	1184
36	romdata/DGN/Background/LBG_01_P_CC.FBC	107648
37	romdata/DGN/Background/LBG_01_S.FBC	51744
38	romdata/DGN/Background/LBG_02_P_AC.FBC	1376
39	romdata/DGN/Background/LBG_02_P_CC.FBC	124032
40	romdata/DGN/Background/LBG_02_S.FBC	51744
41	romdata/DGN/Background/MBG_00_P_AC.FBC	1248
42	romdata/DGN/Background/MBG_00_P_CC.FBC	132224
43	romdata/DGN/Background/MBG_00_S.FBC	51744
44	romdata/DGN/Background/MBG_01_P_AC.FBC	1248
45	romdata/DGN/Background/MBG_01_P_CC.FBC	132224
46	romdata/DGN/Background/MBG_01_S.FBC	51744
47	romdata/DGN/Background/MBG_02_P_AC.FBC	1248
48	romdata/DGN/Background/MBG_02_P_CC.FBC	132224
49	romdata/DGN/Background/MBG_02_S.FBC	51744
50	romdata/DGN/Background/MBG_03_P_AC.FBC	1248
51	romdata/DGN/Background/MBG_03_P_CC.FBC	132224
52	romdata/DGN/Background/MBG_03_S.FBC	51744
53	romdata/DGN/Background/MBG_04_P_AC.FBC	1248
54	romdata/DGN/Background/MBG_04_P_CC.FBC	132224
55	romdata/DGN/Background/MBG_04_S.FBC	51744
56	romdata/DGN/Background/TBG_00_P_AC.FBC	2784
57	romdata/DGN/Background/TBG_00_P_CC.FBC	117376
58	romdata/DGN/Background/TBG_00_S.FBC	51744
59	romdata/DGN/Background/WBG_00_P_AC.FBC	3392
60	romdata/DGN/Background/WBG_00_P_CC.FBC	73024
61	romdata/DGN/Background/WBG_00_S.FBC	51744
62	romdata/DGN/Background/WBG_01_P_AC.FBC	3680
63	romdata/DGN/Background/WBG_01_P_CC.FBC	79040
64	romdata/DGN/Background/WBG_01_S.FBC	51744
65	romdata/DGN/Background/WBG_02_P_AC.FBC	1952
66	romdata/DGN/Background/WBG_02_P_CC.FBC	70912
